100	0,0000091000
200	0,0000212000
300	0,0000288000
400	0,0000422000
500	0,0000523000
600	0,0000667000
700	0,0000812000
800	0,0000898000
900	0,0001041000
1000	0,0001315000
1100	0,0001229000
1200	0,0001368000
1300	0,0001445000
1400	0,0001515000
1500	0,0001620000
1600	0,0001752000
1700	0,0001832000
1800	0,0001970000
1900	0,0002003000
2000	0,0002129000
2100	0,0002374000
2200	0,0002322000
2300	0,0002425000
2400	0,0002546000
2500	0,0002817000
2600	0,0002755000
2700	0,0002940000
2800	0,0003185000
2900	0,0003124000
3000	0,0003190000
3100	0,0003358000
3200	0,0003478000
3300	0,0003656000
3400	0,0004152000
3500	0,0003962000
3600	0,0004321000
3700	0,0004668000
3800	0,0004673000
3900	0,0006084000
4000	0,0004897000
10000	0,0012089000
10000	0,0012036000
10000	0,0010863000

200	0.0000263000
400	0.0000730000
800	0.0001534000
1600	0.0002432000
3200	0.0003530000
6400	0.0004995000
12800	0.0008737000
25600	0.0018317000
51200	0.0036159000
102400	0.0082422000

20	0.0000034000
40	0.0000057000
80	0.0000106000
160	0.0000229000
320	0.0000508000
640	0.0000941000
1280	0.0001652000
2560	0.0002682000
5120	0.0004112000
10240	0.0007127000

20	0.0000024000
40	0.0000029000
80	0.0000069000
160	0.0000157000
320	0.0000302000
640	0.0000652000
1280	0.0001242000

2	0.0000009000
4	0.0000013000
8	0.0000010000
16	0.0000015000
32	0.0000029000
64	0.0000054000
128	0.0000116000
256	0.0000233000
512	0.0000502000
1024	0.0000982000



2	0.0000005000
4	0.0000008000
8	0.0000008000
16	0.0000014000
32	0.0000027000
64	0.0000054000
128	0.0000120000
256	0.0000237000
512	0.0000512000

2	0.0000007000
4	0.0000010000
8	0.0000013000
16	0.0000022000
32	0.0000042000
64	0.0000083000
128	0.0000177000
256	0.0000347000

2	0.0000007000
4	0.0000007000
8	0.0000006000
16	0.0000017000
32	0.0000027000
64	0.0000055000
128	0.0000123000

20	0.0000031000
40	0.0000063000
80	0.0000126000
160	0.0000234000
320	0.0000510000
640	0.0000938000
1280	0.0001675000
2560	0.0002654000
5120	0.0004032000
10240	0.0007077000


100	0.0000176000
200	0.0000301000
300	0.0000478000
400	0.0000560000
500	0.0000696000
600	0.0000759000
700	0.0000794000
800	0.0000844000
900	0.0000887000
1000	0.0000891000
1100	0.0000917000
1200	0.0000964000
1300	0.0000995000
1400	0.0001039000
1500	0.0001113000
1600	0.0001187000
1700	0.0001259000
1800	0.0001283000
1900	0.0001355000
2000	0.0001430000
2100	0.0001509000
2200	0.0001566000
2300	0.0001650000
2400	0.0001715000
2500	0.0001788000
2600	0.0001894000
2700	0.0001939000
2800	0.0002006000
2900	0.0002067000
3000	0.0002154000
3100	0.0002194000
3200	0.0002264000
3300	0.0002328000
3400	0.0002381000
3500	0.0002453000
3600	0.0002512000
3700	0.0002611000
3800	0.0002668000
3900	0.0002722000
4000	0.0002796000


200	0.0000292000
400	0.0000803000
600	0.0001045000
800	0.0001230000
1000	0.0001326000
1200	0.0001388000
1400	0.0001408000
1600	0.0001431000
1800	0.0001486000
2000	0.0001536000
2200	0.0001633000
2400	0.0001819000
2600	0.0001870000
2800	0.0001997000
3000	0.0002121000
3200	0.0002275000
3400	0.0002474000
3600	0.0002670000
3800	0.0002882000
4000	0.0002918000
4200	0.0002982000
4400	0.0003088000
4600	0.0003339000
4800	0.0003343000
5000	0.0003586000
5200	0.0003811000
5400	0.0003772000
5600	0.0003945000
5800	0.0004073000
6000	0.0004176000
6200	0.0004306000
6400	0.0004445000
6600	0.0004624000
6800	0.0004684000
7000	0.0004824000
7200	0.0004944000
7400	0.0005038000
7600	0.0005162000
7800	0.0005410000
8000	0.0005469000

20	0.0000023000
40	0.0000058000
80	0.0000172000
160	0.0000254000
320	0.0000520000
640	0.0000931000
1280	0.0001639000
2560	0.0002746000
5120	0.0004079000
10240	0.0007022000


250	0.0000472000
500	0.0000850000
750	0.0001162000
1000	0.0001318000
1250	0.0001436000
1500	0.0001508000
1750	0.0001545000
2000	0.0001585000
2250	0.0001702000
2500	0.0001813000
2750	0.0002023000
3000	0.0002219000
3250	0.0002375000
3500	0.0002498000
3750	0.0002693000
4000	0.0002850000
4250	0.0003007000
4500	0.0003201000
4750	0.0003298000
5000	0.0003492000
5250	0.0003729000
5500	0.0003816000
5750	0.0004010000
6000	0.0004171000
6250	0.0004391000
6500	0.0004560000
6750	0.0004712000
7000	0.0004825000
7250	0.0004986000
7500	0.0005249000
7750	0.0005355000
8000	0.0005571000
8250	0.0005737000
8500	0.0005796000
8750	0.0006072000
9000	0.0006213000
9250	0.0006397000
9500	0.0006501000
9750	0.0006660000
10000	0.0006846000
