100	0.0000548750
200	0.0002032500
300	0.0003767500
400	0.0005970000
500	0.0007907500
600	0.0009560000
700	0.0011116250
800	0.0012466250
900	0.0013896250
1000	0.0015520000
1100	0.0017811250
1200	0.0020315000
1300	0.0023752500
1400	0.0027785000
1500	0.0032130000
1600	0.0035901250
1700	0.0040706250
1800	0.0045210000
1900	0.0050327500
2000	0.0056777500
2100	0.0062417500
2200	0.0067283750
2300	0.0073537500
2400	0.0079911250
2500	0.0088066250
2600	0.0095943750
2700	0.0102907500
2800	0.0109941250
2900	0.0118323750
3000	0.0126760000
3100	0.0134105000
3200	0.0142345000
3300	0.0152466250
3400	0.0159566250
3500	0.0170183750
3600	0.0180106250
3700	0.0189591250
3800	0.0201752500
3900	0.0211825000
4000	0.0224015000
4100	0.0235403750
4200	0.0245462500
4300	0.0257117500
4400	0.0269668750
4500	0.0283761250
4600	0.0296088750
4700	0.0308686250
4800	0.0321460000
4900	0.0334061250
5000	0.0349087500
5100	0.0359563750
5200	0.0376333750
5300	0.0390460000
5400	0.0404518750
5500	0.0421725000
5600	0.0438031250
5700	0.0452231250
5800	0.0467191250
5900	0.0482488750
6000	0.0500922500
6100	0.0517255000
6200	0.0534212500
6300	0.0552981250
6400	0.0570930000
6500	0.0586770000
6600	0.0605150000
6700	0.0626716250
6800	0.0645301250
6900	0.0661757500
7000	0.0683323750
7100	0.0702106250
7200	0.0719356250
7300	0.0739320000
7400	0.0761955000
7500	0.0783440000
7600	0.0803826250
7700	0.0824586250
7800	0.0848682500
7900	0.0868820000
8000	0.0893392500
8100	0.0914192500
8200	0.0936262500
8300	0.1003455000
8400	0.0985593750
8500	0.1004055000
8600	0.1032587500
8700	0.1053350000
8800	0.1079348750
8900	0.1104802500
9000	0.1129151250
9100	0.1154783750
9200	0.1179965000
9300	0.1205595000
9400	0.1232283750
9500	0.1257076250
9600	0.1284891250
9700	0.1310871250
9800	0.1336892500
9900	0.1365151250
